sid,elastic,yield,phase_ratio_dict,ds
Co9.40Mo5.30Ti1.60,1.13E+11,820413871.7,"{""martensite"": 0.6140399841410845, ""Fe2Mo"": 0.09102091763310576, ""austenite"": 0.2196091482871802, ""gamma_phase"": 0.004659581204469121, ""Ni3Ti"": 0.07067036873416048}",20250407
Co9.40Mo5.05Ti2.60,1.42E+11,984483578.3,"{""martensite"": 0.6601371624692559, ""Fe2Mo"": 0.08827050933023271, ""austenite"": 0.1261920660978292, ""gamma_phase"": 0.01294081489962946, ""Ni3Ti"": 0.1124594472030528}",20250407
Co9.40Mo5.10Ti2.80,1.46E+11,1025621621,"{""martensite"": 0.6675321010341563, ""Fe2Mo"": 0.08972510596059848, ""austenite"": 0.1073166260876889, ""gamma_phase"": 0.01466338452672336, ""Ni3Ti"": 0.1207627823908332}",20250407
Co9.40Mo5.30Ti3.00,1.52E+11,1080013528,"{""martensite"": 0.6719674015076981, ""Fe2Mo"": 0.0941733992974488, ""austenite"": 0.08834087892883775, ""gamma_phase"": 0.01645370181696786, ""Ni3Ti"": 0.1290646184490475}",20250407
Co9.40Mo5.25Ti3.00,1.49E+11,1059438462,"{""martensite"": 0.6729682714912556, ""Fe2Mo"": 0.09317548094828268, ""austenite"": 0.0883622140315575, ""gamma_phase"": 0.01643304447793814, ""Ni3Ti"": 0.1290609890509661}",20250407
Co9.40Mo4.90Ti2.20,1.33E+11,937909673,"{""martensite"": 0.6464591485910388, ""Fe2Mo"": 0.08436516060467186, ""austenite"": 0.1638658719749536, ""gamma_phase"": 0.00949063918408124, ""Ni3Ti"": 0.09581917964525435}",20250407
Co9.40Mo5.40Ti2.60,1.36E+11,947032740.6,"{""martensite"": 0.6531813466372367, ""Fe2Mo"": 0.09526296619334344, ""austenite"": 0.1260028389649057, ""gamma_phase"": 0.01309205890965185, ""Ni3Ti"": 0.1124607892948622}",20250407
Co9.40Mo5.50Ti2.40,1.33E+11,950785765.4,"{""martensite"": 0.6428821297911287, ""Fe2Mo"": 0.09681382758767618, ""austenite"": 0.1447302804938638, ""gamma_phase"": 0.01144523517698662, ""Ni3Ti"": 0.1041285269503449}",20250407
Co9.40Mo5.25Ti2.20,1.26E+11,892011471.1,"{""martensite"": 0.6395568703658376, ""Fe2Mo"": 0.0913606963798724, ""austenite"": 0.163637767054636, ""gamma_phase"": 0.009648949713855916, ""Ni3Ti"": 0.0957957164857981}",20250407
Co9.40Mo5.40Ti1.80,1.18E+11,840873820.7,"{""martensite"": 0.6202083868925127, ""Fe2Mo"": 0.09347038143268005, ""austenite"": 0.2009037369733904, ""gamma_phase"": 0.006370530634933287, ""Ni3Ti"": 0.07904696406648352}",20250407
Co9.40Mo5.35Ti2.00,1.26E+11,891467605.2,"{""martensite"": 0.6293611335896054, ""Fe2Mo"": 0.0929140963854928, ""austenite"": 0.1822783795041713, ""gamma_phase"": 0.00801685393634316, ""Ni3Ti"": 0.0874295365843873}",20250407
Co9.40Mo5.25Ti1.80,1.08E+11,785927218.5,"{""martensite"": 0.6231471887070829, ""Fe2Mo"": 0.09046407767748137, ""austenite"": 0.2010222219751546, ""gamma_phase"": 0.006299152955010707, ""Ni3Ti"": 0.07906735868527043}",20250407
Co9.40Mo5.05Ti0.80,99722046297,702770019.3,"{""martensite"": 0.5871508869702774, ""Fe2Mo"": 0.08422494167948506, ""austenite"": 0.2929855920224846, ""Ni3Ti"": 0.03563857932775281}",20250407
Co9.40Mo5.15Ti2.20,1.29E+11,921172011.7,"{""martensite"": 0.6415298049966498, ""Fe2Mo"": 0.08936054313950231, ""austenite"": 0.163703666764262, ""gamma_phase"": 0.009603676015721353, ""Ni3Ti"": 0.09580230908386456}",20250407
Co9.40Mo5.30Ti2.20,1.28E+11,906456400.1,"{""martensite"": 0.6385701465361774, ""Fe2Mo"": 0.09236120211403526, ""austenite"": 0.1636045984614441, ""gamma_phase"": 0.00967159949513469, ""Ni3Ti"": 0.09579245339320858}",20250407
Co9.40Mo5.20Ti2.20,1.25E+11,897993588.2,"{""martensite"": 0.6405434231879107, ""Fe2Mo"": 0.09036047676295607, ""austenite"": 0.1636707897661958, ""gamma_phase"": 0.009626308578998604, ""Ni3Ti"": 0.09579900170393882}",20250407
Co9.40Mo5.05Ti2.00,1.21E+11,877406623.3,"{""martensite"": 0.6352582498705891, ""Fe2Mo"": 0.08690972413771149, ""austenite"": 0.1824943906835242, ""gamma_phase"": 0.007877738174497719, ""Ni3Ti"": 0.08745989713367736}",20250407
Co9.40Mo5.40Ti1.60,1.08E+11,782593662.3,"{""martensite"": 0.6120880086618816, ""Fe2Mo"": 0.09302672392873021, ""austenite"": 0.2195237071076064, ""gamma_phase"": 0.004708383115744474, ""Ni3Ti"": 0.07065317718603718}",20250407
Co9.40Mo5.45Ti1.20,1.13E+11,790509705.1,"{""martensite"": 0.5950243410377815, ""Fe2Mo"": 0.09314940792307906, ""austenite"": 0.256589384216732, ""gamma_phase"": 0.00143240376069303, ""Ni3Ti"": 0.05380446306171462}",20250407
Co9.40Mo5.20Ti1.40,1.03E+11,747625094.7,"{""martensite"": 0.6079048496417156, ""Fe2Mo"": 0.0885717512866769, ""austenite"": 0.2382848314794214, ""gamma_phase"": 0.002953726623932514, ""Ni3Ti"": 0.06228484096825358}",20250407
Co9.40Mo5.50Ti1.00,94873541977,695047792.4,"{""martensite"": 0.5861181722166334, ""Fe2Mo"": 0.09371644707949456, ""austenite"": 0.2749413318450331, ""Ni3Ti"": 0.04522404885883888}",20250407
Co9.40Mo5.00Ti2.80,1.48E+11,1033471786,"{""martensite"": 0.6695251436259789, ""Fe2Mo"": 0.08773053904258749, ""austenite"": 0.1073639945153923, ""gamma_phase"": 0.01462114338032353, ""Ni3Ti"": 0.1207591794357177}",20250407
Co9.40Mo5.15Ti1.80,1.19E+11,857729238.5,"{""martensite"": 0.6251056053397408, ""Fe2Mo"": 0.08846131235547731, ""austenite"": 0.2011004013315767, ""gamma_phase"": 0.006251639700344705, ""Ni3Ti"": 0.07908104127286034}",20250407
Co9.40Mo5.30Ti1.00,97706510329,692399771.1,"{""martensite"": 0.5899955899690872, ""Fe2Mo"": 0.08969518600537658, ""austenite"": 0.2751000234697016, ""Ni3Ti"": 0.04520920055583469}",20250407
Co9.40Mo5.30Ti0.80,97414749508,702550244.2,"{""martensite"": 0.5823261451019147, ""Fe2Mo"": 0.08924847935037764, ""austenite"": 0.2927759243951744, ""Ni3Ti"": 0.03564945115253335}",20250407
Co9.40Mo4.95Ti1.00,1.01E+11,711612812.4,"{""martensite"": 0.5967758107489471, ""Fe2Mo"": 0.08266912216127202, ""austenite"": 0.275370877092747, ""Ni3Ti"": 0.0451841899970339}",20250407
Co9.40Mo4.90Ti2.80,1.39E+11,990974158.1,"{""martensite"": 0.6715174117262936, ""Fe2Mo"": 0.08573710650803484, ""austenite"": 0.1074108851552138, ""gamma_phase"": 0.01457890317973484, ""Ni3Ti"": 0.1207556934307228}",20250407
Co9.40Mo4.95Ti3.00,1.57E+11,1096097917,"{""martensite"": 0.6789692593967535, ""Fe2Mo"": 0.08719392121936292, ""austenite"": 0.08848789245381455, ""gamma_phase"": 0.01630905338418357, ""Ni3Ti"": 0.1290398735458854}",20250407
Co9.40Mo5.20Ti2.00,1.25E+11,883854639,"{""martensite"": 0.6323104291097148, ""Fe2Mo"": 0.08991062041950042, ""austenite"": 0.1823870776690932, ""gamma_phase"": 0.00794724481219327, ""Ni3Ti"": 0.0874446279894984}",20250407
Co9.40Mo5.40Ti2.00,1.16E+11,842288533.5,"{""martensite"": 0.6283777073871393, ""Fe2Mo"": 0.0939158288888405, ""austenite"": 0.1822418381662415, ""gamma_phase"": 0.008040080153293482, ""Ni3Ti"": 0.08742454540448516}",20250407
Co9.40Mo5.35Ti1.00,96938282690,684886970,"{""martensite"": 0.589026440669494, ""Fe2Mo"": 0.09070006663707252, ""austenite"": 0.2750606180640748, ""Ni3Ti"": 0.04521287462935864}",20250407
Co9.40Mo5.30Ti1.80,1.11E+11,806861861.7,"{""martensite"": 0.6221677450126379, ""Fe2Mo"": 0.0914658913660806, ""austenite"": 0.200982889278909, ""gamma_phase"": 0.00632293104505028, ""Ni3Ti"": 0.07906054329732207}",20250407
Co9.40Mo4.95Ti2.80,1.55E+11,1069061077,"{""martensite"": 0.6705213744862821, ""Fe2Mo"": 0.08673368103658433, ""austenite"": 0.1073874994851147, ""gamma_phase"": 0.01460002318214516, ""Ni3Ti"": 0.1207574218098737}",20250407
Co9.40Mo5.15Ti2.80,1.34E+11,967910929,"{""martensite"": 0.6665352892962325, ""Fe2Mo"": 0.09072281510985135, ""austenite"": 0.1072927623360034, ""gamma_phase"": 0.01468450555709807, ""Ni3Ti"": 0.1207646277008147}",20250407
Co9.40Mo5.05Ti1.20,1.04E+11,760013485.7,"{""martensite"": 0.6027704543891725, ""Fe2Mo"": 0.08512023467230218, ""austenite"": 0.2569791786816422, ""gamma_phase"": 0.001227431146927208, ""Ni3Ti"": 0.05390270110995592}",20250407
Co9.40Mo5.05Ti3.00,1.63E+11,1104806404,"{""martensite"": 0.6769697361191285, ""Fe2Mo"": 0.08918664184152535, ""austenite"": 0.08844644296939513, ""gamma_phase"": 0.0163503929177362, ""Ni3Ti"": 0.1290467861522149}",20250407
Co9.40Mo5.25Ti1.60,1.13E+11,791832320.7,"{""martensite"": 0.6150157465822625, ""Fe2Mo"": 0.09001844678480576, ""austenite"": 0.2196516137539907, ""gamma_phase"": 0.004635206335054961, ""Ni3Ti"": 0.07067898654388591}",20250407
Co9.40Mo5.00Ti2.00,1.14E+11,816727440.7,"{""martensite"": 0.6362405290309485, ""Fe2Mo"": 0.08590999805716823, ""austenite"": 0.1825298546878183, ""gamma_phase"": 0.007854591673711804, ""Ni3Ti"": 0.08746502655035315}",20250407
Co9.40Mo5.25Ti1.00,98087972818,695815893.8,"{""martensite"": 0.5909646025931611, ""Fe2Mo"": 0.08869059492594532, ""austenite"": 0.2751392506864024, ""Ni3Ti"": 0.04520555179449109}",20250407
Co9.40Mo5.10Ti1.60,1.14E+11,819375274,"{""martensite"": 0.6179421326747855, ""Fe2Mo"": 0.08701276189982894, ""austenite"": 0.2197779917902562, ""gamma_phase"": 0.004562184783020965, ""Ni3Ti"": 0.07070492885210854}",20250407
Co9.40Mo5.30Ti2.40,1.42E+11,988840332.3,"{""martensite"": 0.6468451798774387, ""Fe2Mo"": 0.09281154973290903, ""austenite"": 0.1448522333198424, ""gamma_phase"": 0.01135670117619576, ""Ni3Ti"": 0.1041343358936141}",20250407
Co9.40Mo5.50Ti2.60,1.49E+11,1041011415,"{""martensite"": 0.6511922974554513, ""Fe2Mo"": 0.09726337596795007, ""austenite"": 0.1259476119611146, ""gamma_phase"": 0.01313530029761656, ""Ni3Ti"": 0.1124614143178675}",20250407
Co9.40Mo5.15Ti1.00,97841375871,694959441.3,"{""martensite"": 0.5929022180056305, ""Fe2Mo"": 0.08668228093144319, ""austenite"": 0.2752171709100333, ""Ni3Ti"": 0.04519833015289299}",20250407
Co9.40Mo4.95Ti2.40,1.31E+11,913631335.3,"{""martensite"": 0.6537736504645919, ""Fe2Mo"": 0.08581855433244626, ""austenite"": 0.1450603574155031, ""gamma_phase"": 0.01120199249589734, ""Ni3Ti"": 0.1041454452915614}",20250407
Co9.40Mo5.20Ti1.20,1.01E+11,722079213.9,"{""martensite"": 0.5998666929994682, ""Fe2Mo"": 0.0881290052995301, ""austenite"": 0.2568343905971392, ""gamma_phase"": 0.001304122450910367, ""Ni3Ti"": 0.05386578865295216}",20250407
Co9.40Mo5.30Ti2.00,1.26E+11,890894703.6,"{""martensite"": 0.6303443959476166, ""Fe2Mo"": 0.0919126508898621, ""austenite"": 0.1823147664194588, ""gamma_phase"": 0.00799363936483447, ""Ni3Ti"": 0.08743454737822821}",20250407
Co9.40Mo5.40Ti0.80,91483195930,662230594.4,"{""martensite"": 0.5803953306947962, ""Fe2Mo"": 0.09125992584118094, ""austenite"": 0.2926907705789403, ""Ni3Ti"": 0.03565397288508237}",20250407
Co9.40Mo5.10Ti3.00,1.54E+11,1080623063,"{""martensite"": 0.6759696722363627, ""Fe2Mo"": 0.09018342670965286, ""austenite"": 0.0884255521851223, ""gamma_phase"": 0.01637105920037734, ""Ni3Ti"": 0.1290502896684847}",20250407
Co9.40Mo5.05Ti1.80,1.19E+11,852650721.5,"{""martensite"": 0.6270633942542162, ""Fe2Mo"": 0.08645969559704186, ""austenite"": 0.2011779338169868, ""gamma_phase"": 0.006204183039746474, ""Ni3Ti"": 0.07909479329200868}",20250407
Co9.40Mo5.10Ti1.80,1.13E+11,817618019.6,"{""martensite"": 0.6260845782654106, ""Fe2Mo"": 0.08746036046896977, ""austenite"": 0.2011392483445476, ""gamma_phase"": 0.006227904343514118, ""Ni3Ti"": 0.07908790857755786}",20250407
Co9.40Mo5.20Ti2.80,1.49E+11,1033122680,"{""martensite"": 0.6655382839251984, ""Fe2Mo"": 0.09172080821104867, ""austenite"": 0.1072687786973019, ""gamma_phase"": 0.01470562694754521, ""Ni3Ti"": 0.1207665022189058}",20250407
Co9.40Mo5.40Ti1.20,1.08E+11,779877410.1,"{""martensite"": 0.5959930864202263, ""Fe2Mo"": 0.09214474829634502, ""austenite"": 0.2566387556062989, ""gamma_phase"": 0.00140670065228823, ""Ni3Ti"": 0.05381670902484158}",20250407
Co9.40Mo4.95Ti1.60,1.01E+11,737274588.7,"{""martensite"": 0.6208671668117921, ""Fe2Mo"": 0.08400966582227219, ""austenite"": 0.2199028460383906, ""gamma_phase"": 0.004489315586095196, ""Ni3Ti"": 0.07073100574144986}",20250407
Co9.40Mo5.35Ti1.60,1.05E+11,757163582.2,"{""martensite"": 0.6130640715003076, ""Fe2Mo"": 0.09202367663827203, ""austenite"": 0.2195665127971844, ""gamma_phase"": 0.004683973428669324, ""Ni3Ti"": 0.07066176563556671}",20250407
Co9.40Mo5.30Ti1.40,1.02E+11,718841160.7,"{""martensite"": 0.6059608777290217, ""Fe2Mo"": 0.09057772258783561, ""austenite"": 0.2381937534156172, ""gamma_phase"": 0.003003692799874936, ""Ni3Ti"": 0.0622639534676506}",20250407
Co9.40Mo5.50Ti1.20,1.10E+11,790790896.7,"{""martensite"": 0.5940554581443023, ""Fe2Mo"": 0.09415435736355322, ""austenite"": 0.256539827421784, ""gamma_phase"": 0.001458130552022887, ""Ni3Ti"": 0.05379222651833761}",20250407
Co9.40Mo4.95Ti2.60,1.34E+11,946156520.1,"{""martensite"": 0.6621228651913591, ""Fe2Mo"": 0.08627522548311482, ""austenite"": 0.1262449739801311, ""gamma_phase"": 0.01289762938676976, ""Ni3Ti"": 0.1124593059586252}",20250407
Co9.40Mo5.25Ti0.80,85541108697,629498870.4,"{""martensite"": 0.5832913555515137, ""Fe2Mo"": 0.08824319165903355, ""austenite"": 0.2928182254051837, ""Ni3Ti"": 0.03564722738426904}",20250407
Co9.40Mo4.95Ti1.80,1.08E+11,781613156.2,"{""martensite"": 0.6290205553869893, ""Fe2Mo"": 0.08445922639282055, ""austenite"": 0.2012548208530736, ""gamma_phase"": 0.006156782212622364, ""Ni3Ti"": 0.07910861515449415}",20250407
Co9.40Mo5.10Ti2.00,1.32E+11,929517514.5,"{""martensite"": 0.6342758068245372, ""Fe2Mo"": 0.08790973647513643, ""austenite"": 0.1824587732952856, ""gamma_phase"": 0.00790089580828594, ""Ni3Ti"": 0.08745478759675485}",20250407
Co9.40Mo4.95Ti1.20,1.09E+11,789992776,"{""martensite"": 0.6047056079543434, ""Fe2Mo"": 0.08311583164130022, ""austenite"": 0.2570747838163802, ""gamma_phase"": 0.001176417110482228, ""Ni3Ti"": 0.05392735947749389}",20250407
Co9.40Mo5.50Ti0.80,93352791899,682835358.9,"{""martensite"": 0.5784639912132601, ""Fe2Mo"": 0.09327253464261119, ""austenite"": 0.2926048805140962, ""Ni3Ti"": 0.03565859363003247}",20250407
Co9.40Mo5.30Ti1.20,1.04E+11,754724294.7,"{""martensite"": 0.5979301646862237, ""Fe2Mo"": 0.0901362979582281, ""austenite"": 0.2567369428647683, ""gamma_phase"": 0.001355364963609149, ""Ni3Ti"": 0.05384122952717059}",20250407
Co9.40Mo5.00Ti3.00,1.56E+11,1072191455,"{""martensite"": 0.6779695985027516, ""Fe2Mo"": 0.08819014005041706, ""austenite"": 0.08846722301345777, ""gamma_phase"": 0.01632972432239853, ""Ni3Ti"": 0.129043314110975}",20250407
Co9.40Mo5.30Ti2.80,1.62E+11,1097553929,"{""martensite"": 0.6635436922654921, ""Fe2Mo"": 0.09371764674564033, ""austenite"": 0.107220451175897, ""gamma_phase"": 0.01474787097641619, ""Ni3Ti"": 0.1207703388365542}",20250407
Co9.40Mo5.35Ti1.80,1.15E+11,821375961,"{""martensite"": 0.6211881444063996, ""Fe2Mo"": 0.09246799257546937, ""austenite"": 0.2009433943365589, ""gamma_phase"": 0.006346723572558907, ""Ni3Ti"": 0.07905374510901317}",20250407
Co9.40Mo5.15Ti0.80,92253091491,668142881.5,"{""martensite"": 0.5852213832278613, ""Fe2Mo"": 0.08623348676095664, ""austenite"": 0.2929022760320751, ""Ni3Ti"": 0.03564285397910691}",20250407
Co9.40Mo5.15Ti1.20,98860088821,726257803.5,"{""martensite"": 0.6008347509367911, ""Fe2Mo"": 0.08712579277283812, ""austenite"": 0.2568828375824237, ""gamma_phase"": 0.001278535814799055, ""Ni3Ti"": 0.05387808289314811}",20250407
Co9.40Mo5.45Ti3.00,1.51E+11,1078662476,"{""martensite"": 0.6689635821862343, ""Fe2Mo"": 0.09716885680297223, ""austenite"": 0.08827620458150655, ""gamma_phase"": 0.01651566101506175, ""Ni3Ti"": 0.1290756954142252}",20250407
Co9.40Mo5.40Ti2.20,1.25E+11,886868739.7,"{""martensite"": 0.6365961858735762, ""Fe2Mo"": 0.09436307243015268, ""austenite"": 0.1635378229603947, ""gamma_phase"": 0.009716925298572548, ""Ni3Ti"": 0.09578599343730387}",20250407
Co9.40Mo4.95Ti2.20,1.25E+11,897308942.6,"{""martensite"": 0.6454736219592005, ""Fe2Mo"": 0.0853636661111145, ""austenite"": 0.1638337210033654, ""gamma_phase"": 0.009513229996813075, ""Ni3Ti"": 0.09581576092950636}",20250407
Co9.40Mo5.35Ti2.40,1.35E+11,952679064.7,"{""martensite"": 0.6458546848920254, ""Fe2Mo"": 0.09381169049192899, ""austenite"": 0.1448219519937318, ""gamma_phase"": 0.01137882562057755, ""Ni3Ti"": 0.1041328470017364}",20250407
Co9.40Mo5.05Ti1.60,1.12E+11,800690043,"{""martensite"": 0.6189172942795055, ""Fe2Mo"": 0.08601144239869822, ""austenite"": 0.2198197789429521, ""gamma_phase"": 0.004537878262992049, ""Ni3Ti"": 0.07071360611585215}",20250407
Co9.40Mo5.40Ti2.40,1.28E+11,907937839.9,"{""martensite"": 0.6448640115481639, ""Fe2Mo"": 0.09481211697213761, ""austenite"": 0.1447915328542641, ""gamma_phase"": 0.01140095605862955, ""Ni3Ti"": 0.1041313825668046}",20250407
Co9.40Mo4.90Ti1.40,1.08E+11,764829259.2,"{""martensite"": 0.6137333159720701, ""Fe2Mo"": 0.08256075800159243, ""austenite"": 0.238553818245442, ""gamma_phase"": 0.002804306114258882, ""Ni3Ti"": 0.06234780166663652}",20250407
Co9.40Mo4.95Ti2.00,1.18E+11,842144482.2,"{""martensite"": 0.637222644296102, ""Fe2Mo"": 0.0849105581090244, ""austenite"": 0.1825651654833575, ""gamma_phase"": 0.007831456222194675, ""Ni3Ti"": 0.08747017588932157}",20250407
Co9.40Mo4.95Ti0.80,89921776868,640194321.5,"{""martensite"": 0.5890798671946171, ""Fe2Mo"": 0.08221755542129712, ""austenite"": 0.2930681740616544, ""Ni3Ti"": 0.03563440332243133}",20250407
Co9.40Mo5.50Ti1.80,1.15E+11,821616167,"{""martensite"": 0.6182484011540474, ""Fe2Mo"": 0.09547602259968464, ""austenite"": 0.2008239342891546, ""gamma_phase"": 0.006418188756499166, ""Ni3Ti"": 0.07903345320061413}",20250407
Co9.40Mo5.00Ti2.20,1.40E+11,984015735.4,"{""martensite"": 0.6444879242750307, ""Fe2Mo"": 0.08636245699486146, ""austenite"": 0.1638014251670483, ""gamma_phase"": 0.00953582901346847, ""Ni3Ti"": 0.09581236454959112}",20250407
Co9.40Mo5.45Ti2.00,1.21E+11,868568953,"{""martensite"": 0.6273941173443833, ""Fe2Mo"": 0.09491784852570945, ""austenite"": 0.1822051422346896, ""gamma_phase"": 0.008063318102783842, ""Ni3Ti"": 0.08741957379243386}",20250407
Co9.40Mo5.45Ti2.80,1.51E+11,1051225697,"{""martensite"": 0.6605503523996586, ""Fe2Mo"": 0.09671503716891204, ""austenite"": 0.1071470571087374, ""gamma_phase"": 0.01481124077711158, ""Ni3Ti"": 0.1207763125455803}",20250407
Co9.40Mo5.45Ti1.80,1.18E+11,850531979.4,"{""martensite"": 0.6192284724742602, ""Fe2Mo"": 0.09447305806494365, ""austenite"": 0.2008639170153674, ""gamma_phase"": 0.006394352330097033, ""Ni3Ti"": 0.07904020011533171}",20250407
Co9.40Mo4.90Ti1.60,1.05E+11,753956631.4,"{""martensite"": 0.6218418777235524, ""Fe2Mo"": 0.08300920849266738, ""austenite"": 0.2199441263433237, ""gamma_phase"": 0.00446505922019877, ""Ni3Ti"": 0.07073972822025767}",20250407
Co9.40Mo5.10Ti2.20,1.29E+11,923171438.4,"{""martensite"": 0.6425160157856128, ""Fe2Mo"": 0.08836089538591455, ""austenite"": 0.1637363982175213, ""gamma_phase"": 0.00958105194961068, ""Ni3Ti"": 0.09580563866134079}",20250407
Co9.40Mo5.20Ti1.60,1.14E+11,812146781.3,"{""martensite"": 0.6159913588209686, ""Fe2Mo"": 0.08901626396514696, ""austenite"": 0.2196939093747379, ""gamma_phase"": 0.004610848712902721, ""Ni3Ti"": 0.07068761912624379}",20250407
Co9.40Mo5.20Ti2.60,1.40E+11,981728932.9,"{""martensite"": 0.6571572140193067, ""Fe2Mo"": 0.09126556803820791, ""austenite"": 0.1261117416480437, ""gamma_phase"": 0.01300561519453901, ""Ni3Ti"": 0.1124598610999027}",20250407
Co9.40Mo5.15Ti2.00,1.22E+11,878312538.7,"{""martensite"": 0.6332931999015728, ""Fe2Mo"": 0.08891003519411392, ""austenite"": 0.1824230023484819, ""gamma_phase"": 0.007924064659288372, ""Ni3Ti"": 0.08744969789654307}",20250407
Co9.40Mo5.05Ti2.80,1.46E+11,1016734952,"{""martensite"": 0.6685287191429238, ""Fe2Mo"": 0.08872768064441362, ""austenite"": 0.1073403700985982, ""gamma_phase"": 0.01464226381487729, ""Ni3Ti"": 0.120760966299187}",20250407
Co9.40Mo5.10Ti2.60,1.38E+11,972372260.7,"{""martensite"": 0.6591440322331523, ""Fe2Mo"": 0.0892685777210011, ""austenite"": 0.1261654197871841, ""gamma_phase"": 0.01296241200916123, ""Ni3Ti"": 0.1124595582495012}",20250407
Co9.40Mo4.90Ti0.80,93073450041,671509615.1,"{""martensite"": 0.5900441611112798, ""Fe2Mo"": 0.08121429654118724, ""austenite"": 0.2931091900698487, ""Ni3Ti"": 0.03563235227768424}",20250407
Co9.40Mo4.90Ti2.40,1.26E+11,889449913,"{""martensite"": 0.6547627184462081, ""Fe2Mo"": 0.08482069494236258, ""austenite"": 0.1450895420725249, ""gamma_phase"": 0.01117991370188101, ""Ni3Ti"": 0.1041471308370233}",20250407
Co9.40Mo4.90Ti3.00,1.47E+11,1047236006,"{""martensite"": 0.6799687188102114, ""Fe2Mo"": 0.08619798523156157, ""austenite"": 0.08850845142733867, ""gamma_phase"": 0.0162883800731763, ""Ni3Ti"": 0.1290364644577121}",20250407
Co9.40Mo5.20Ti1.80,1.18E+11,840317929.8,"{""martensite"": 0.6241264754847368, ""Fe2Mo"": 0.08946255138282985, ""austenite"": 0.2010613926006853, ""gamma_phase"": 0.006275389205563262, ""Ni3Ti"": 0.07907419132618493}",20250407
Co9.40Mo5.25Ti1.40,1.04E+11,759293090.5,"{""martensite"": 0.6069329355461001, ""Fe2Mo"": 0.0895745926070551, ""austenite"": 0.2382393811446629, ""gamma_phase"": 0.00297869961698508, ""Ni3Ti"": 0.06227439108519676}",20250407
Co9.40Mo4.90Ti2.60,1.35E+11,957487370.2,"{""martensite"": 0.6631154376723375, ""Fe2Mo"": 0.08527800978678671, ""austenite"": 0.1262712358646282, ""gamma_phase"": 0.01287604088046956, ""Ni3Ti"": 0.112459275795778}",20250407
Co9.40Mo5.35Ti2.60,1.39E+11,978564735.1,"{""martensite"": 0.6541755923530893, ""Fe2Mo"": 0.09426318916219677, ""austenite"": 0.1260302583215108, ""gamma_phase"": 0.01307044317941081, ""Ni3Ti"": 0.1124605169837922}",20250407
Co9.40Mo5.25Ti2.40,1.30E+11,939277267.6,"{""martensite"": 0.6478354965020842, ""Fe2Mo"": 0.09181169457241793, ""austenite"": 0.1448823769935962, ""gamma_phase"": 0.01133458266068189, ""Ni3Ti"": 0.1041358492712199}",20250407
Co9.40Mo5.35Ti2.20,1.19E+11,852738601.9,"{""martensite"": 0.6375832517039766, ""Fe2Mo"": 0.09336199408941104, ""austenite"": 0.1635712838190394, ""gamma_phase"": 0.009694257998125042, ""Ni3Ti"": 0.09578921238944803}",20250407
Co9.40Mo5.00Ti1.60,1.03E+11,752058165.4,"{""martensite"": 0.6198923056609937, ""Fe2Mo"": 0.08501041041526289, ""austenite"": 0.2198613969654146, ""gamma_phase"": 0.004513588565612374, ""Ni3Ti"": 0.07072229839271624}",20250407
Co9.40Mo5.10Ti1.20,96119568387,684001636.4,"{""martensite"": 0.6018026713992974, ""Fe2Mo"": 0.0861228692738592, ""austenite"": 0.2569311002176082, ""gamma_phase"": 0.001252972089008586, ""Ni3Ti"": 0.05389038702022653}",20250407
Co9.40Mo5.15Ti2.40,1.33E+11,945431503.9,"{""martensite"": 0.6498155946566355, ""Fe2Mo"": 0.08981284055729119, ""austenite"": 0.1449422520305294, ""gamma_phase"": 0.01129036315909116, ""Ni3Ti"": 0.1041389495964527}",20250407
Co9.40Mo5.50Ti1.40,1.07E+11,775491901.4,"{""martensite"": 0.6020712092182964, ""Fe2Mo"": 0.09459313170958743, ""austenite"": 0.2380094650201064, ""gamma_phase"": 0.003103869799843684, ""Ni3Ti"": 0.06222232425216608}",20250407
Co9.40Mo5.45Ti1.00,97919288219,703776285.7,"{""martensite"": 0.5870877318447414, ""Fe2Mo"": 0.09271069705060539, ""austenite"": 0.2749812723372133, ""Ni3Ti"": 0.04522029876743987}",20250407
Co9.40Mo5.45Ti1.40,1.12E+11,811386668.5,"{""martensite"": 0.603043841937694, ""Fe2Mo"": 0.09358884578938874, ""austenite"": 0.2380558040924786, ""gamma_phase"": 0.003078794671111564, ""Ni3Ti"": 0.06223271350932717}",20250407
Co9.40Mo5.20Ti0.80,91873089284,657906284.6,"{""martensite"": 0.584256434908311, ""Fe2Mo"": 0.08723819417074256, ""austenite"": 0.2928603425901241, ""Ni3Ti"": 0.03564502833082221}",20250407
Co9.40Mo5.20Ti1.00,97034504209,695694643.1,"{""martensite"": 0.5919334785897726, ""Fe2Mo"": 0.08768629327563288, ""austenite"": 0.27517829980309, ""Ni3Ti"": 0.04520192833150447}",20250407
Co9.40Mo4.90Ti1.80,1.17E+11,838609306.4,"{""martensite"": 0.6299989005117996, ""Fe2Mo"": 0.0834594218089474, ""austenite"": 0.2012930227747139, ""gamma_phase"": 0.006133102501163475, ""Ni3Ti"": 0.0791155524033755}",20250407
Co9.40Mo5.40Ti2.80,1.52E+11,1050332139,"{""martensite"": 0.6615483260132784, ""Fe2Mo"": 0.09571562251882439, ""austenite"": 0.1071716423617598, ""gamma_phase"": 0.01479011695203371, ""Ni3Ti"": 0.1207742921541039}",20250407
